"entityID","entity","entityTag","property","valueId","value","valueTag","group","source"
"1576806136423544811","1型心肌梗死","疾病","分型分期标准",,"由冠状动脉粥样硬化斑块急性破裂或侵蚀，血小板激活，继发冠状动脉血栓性阻塞，引起心肌缺血、损伤或坏死。须具备心肌损伤和至少一项心肌缺血的临床证据。",,"0","急性ST段抬高型心肌梗死诊断和治疗指南(2019)"
"1567677478824015834","2型糖尿病","疾病","并发症","1567677479221675245","高血压","疾病","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","并发症","1567677478858757863","血脂异常","疾病","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","并发症","1567677480276020764","肥胖症","疾病","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","二线用药","1567677479706483285","α-糖苷酶抑制剂","药品","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","二线用药","1576806136449035761","胰岛素促泌剂","药品","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","二线用药","1576806136428662278","二肽基肽酶2抑制剂","药品","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","二线用药","1587707445954475201","胰岛素增敏剂","药品","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","三线用药","1576806136449087734","胰高血糖素样肽1受体激动剂","药品","0","中国心血管病预防指南(2017)"
"1567677478824015834","2型糖尿病","疾病","一线用药","1567677479652074081","二甲双胍","药品","0","中国心血管病预防指南(2017)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","实验室检查","1576806136436777306","空腹血脂谱","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","实验室检查","1567677492702051451","TG","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","实验室检查","1567677493027324811","TC","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","实验室检查","1567677492659037047","HDL-C","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","实验室检查","1567677492619832748","LDL-C","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","随访复查","1585622404014677241","血脂谱","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
"1576806136424053047","2型糖尿病合并血脂异常","疾病","随访复查","1567677492657072020","肝功能","观测操作","0","中国2型糖尿病合并血脂异常防治专家共识(2017年修订版)"
