entityID,entity,entityTag,property,valueId,value,valueTag,group,source
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,嗜睡,疾病,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.61235E+18,酒醉样状态,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,共济失调,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.57677E+18,头晕,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,皮疹,疾病,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,乏力,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.61235E+18,一时性精神错乱,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,斑丘疹,疾病,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,剥脱性皮炎,疾病,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,关节肿胀,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,血压下降,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,呼吸抑制,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,窒息,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,发绀,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,幻视,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.56768E+18,昏迷,疾病,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,临床表现,1.61235E+18,角膜反射减弱,临床所见,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗方式,1.58562E+18,催吐,操作,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗方式,1.56768E+18,洗胃,操作,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗药物,1.56768E+18,硫酸钠,药品,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗方式,1.56768E+18,血液灌流治疗,操作,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗药物,1.56768E+18,氟马西尼,药品,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗药物,1.56768E+18,间羟胺,药品,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗药物,1.56768E+18,多巴胺,药品,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗方式,1.56768E+18,人工呼吸,操作,0,实用急性中毒救治手册
1.61235E+18,苯二氮卓类中毒,疾病,治疗药物,1.56768E+18,纳洛酮,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,并发症,1.56768E+18,中毒性心肌炎,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,并发症,1.56768E+18,中毒性肺炎,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,并发症,1.56768E+18,酸中毒,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,并发症,1.56768E+18,喉水肿,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,并发症,1.56768E+18,脑水肿,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,皮肤潮红,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,灼热,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,呼吸加快,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,体温增高,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,瞳孔散大,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,谵妄,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,口唇发绀,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,对光反射迟钝,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,烦躁不安,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,血压升高,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,心率加快,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,高泌乳素血症,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,泌乳,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.60466E+18,月经周期紊乱,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,闭经,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,精神改变,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,性欲改变,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,皮肤色素斑,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,水肿,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56949E+18,体重增加,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,瘙痒,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,皮疹,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.61235E+18,乳房胀痛,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,呕吐,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,恶心,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.58562E+18,食欲缺乏,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,乏力,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.57677E+18,头晕,临床所见,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,偏头痛,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,临床表现,1.56768E+18,嗜睡,疾病,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗方式,1.56768E+18,气管切开,操作,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,氨茶碱,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,利尿药,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗方式,1.56768E+18,吸氧,操作,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,毒毛花苷K,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,毛花苷C,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,呋塞米,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,甘露醇,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,氢化可的松,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,丙酸睾酮,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,细胞色素C,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗药物,1.56768E+18,碳酸氢钠,药品,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗方式,1.61235E+18,导泻,操作,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗方式,1.56768E+18,洗胃,操作,0,实用急性中毒救治手册
1.59539E+18,避孕药中毒,疾病,治疗方式,1.58562E+18,催吐,操作,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.56768E+18,高热,临床所见,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.56768E+18,头痛,临床所见,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.56768E+18,呕吐,临床所见,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.56768E+18,谵妄,疾病,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.56768E+18,昏迷,疾病,0,实用急性中毒救治手册
1.61235E+18,出血性脑病,疾病,临床表现,1.58562E+18,惊厥,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,水肿,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,厌食,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,恶心,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,呕吐,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,腹胀,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,腹痛,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,高钙血症,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.61235E+18,子宫突破性出血,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56949E+18,体重增加,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,胆汁淤积性黄疸,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.5941E+18,转氨酶升高,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,精神抑郁,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,头痛,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,男性乳房发育,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.61235E+18,乳房胀痛,临床所见,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,支气管哮喘,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,皮疹,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,临床表现,1.56768E+18,多形性红斑,疾病,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗方式,1.58562E+18,催吐,操作,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗方式,1.58771E+18,对症治疗,操作,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.56768E+18,华法林,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.56768E+18,肝素,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.61235E+18,雄激素,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.58771E+18,肾上腺皮质激素,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.57677E+18,抗过敏药,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗药物,1.56768E+18,利尿药,药品,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗方式,1.56768E+18,洗胃,操作,0,实用急性中毒救治手册
1.56768E+18,雌激素中毒,疾病,治疗方式,1.61235E+18,导泻,操作,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.58562E+18,过敏性休克,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,血管神经性水肿,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.61235E+18,血液内嗜酸性粒细胞增加,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,药物热,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,全身瘙痒,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,荨麻疹,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,皮疹,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,血栓性静脉炎,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,静脉炎,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.61235E+18,静脉疼痛,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,精神障碍,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,骨髓抑制,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,听力减退,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,消化道大出血,疾病,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.58562E+18,水样大便,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,痉挛,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,腹泻,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,呕吐,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,临床表现,1.56768E+18,恶心,临床所见,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗方式,1.58562E+18,催吐,操作,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗药物,1.56768E+18,氯苯那敏,药品,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗药物,1.56768E+18,阿司咪唑,药品,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗药物,1.56768E+18,氢化可的松,药品,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗药物,1.56768E+18,地塞米松,药品,0,实用急性中毒救治手册
1.56768E+18,大环内酯类抗生菌素中毒,疾病,治疗药物,1.56768E+18,10%葡萄糖注射液,药品,0,实用急性中毒救治手册
